Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR948866	immortalized lymphoblast cell line DNA (NA18488)	Illumina HiSeq 2000	22873	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948866/SRR948866.sra	SRR948866.sra	SRR948866_immortalized_lymphoblast_cell_line_DNA_NA18488_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948866/SRR948866_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948866/SRR948866_1.fastq.gz	SRR948866_1.fastq.gz	SRR948866_immortalized_lymphoblast_cell_line_DNA_NA18488__1.fastq.gz
SRR948866	immortalized lymphoblast cell line DNA (NA18488)	Illumina HiSeq 2000	22873	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948866/SRR948866.sra	SRR948866.sra	SRR948866_immortalized_lymphoblast_cell_line_DNA_NA18488_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948866/SRR948866_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948866/SRR948866_2.fastq.gz	SRR948866_2.fastq.gz	SRR948866_immortalized_lymphoblast_cell_line_DNA_NA18488__2.fastq.gz
SRR948868	immortalized lymphoblast cell line DNA (NA18867)	Illumina HiSeq 2000	17635	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948868/SRR948868.sra	SRR948868.sra	SRR948868_immortalized_lymphoblast_cell_line_DNA_NA18867_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948868/SRR948868_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948868/SRR948868_1.fastq.gz	SRR948868_1.fastq.gz	SRR948868_immortalized_lymphoblast_cell_line_DNA_NA18867__1.fastq.gz
SRR948868	immortalized lymphoblast cell line DNA (NA18867)	Illumina HiSeq 2000	17635	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948868/SRR948868.sra	SRR948868.sra	SRR948868_immortalized_lymphoblast_cell_line_DNA_NA18867_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948868/SRR948868_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948868/SRR948868_2.fastq.gz	SRR948868_2.fastq.gz	SRR948868_immortalized_lymphoblast_cell_line_DNA_NA18867__2.fastq.gz
SRR948869	immortalized lymphoblast cell line DNA (NA18924)	Illumina HiSeq 2000	16521	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948869/SRR948869.sra	SRR948869.sra	SRR948869_immortalized_lymphoblast_cell_line_DNA_NA18924_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948869/SRR948869_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948869/SRR948869_1.fastq.gz	SRR948869_1.fastq.gz	SRR948869_immortalized_lymphoblast_cell_line_DNA_NA18924__1.fastq.gz
SRR948869	immortalized lymphoblast cell line DNA (NA18924)	Illumina HiSeq 2000	16521	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948869/SRR948869.sra	SRR948869.sra	SRR948869_immortalized_lymphoblast_cell_line_DNA_NA18924_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948869/SRR948869_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948869/SRR948869_2.fastq.gz	SRR948869_2.fastq.gz	SRR948869_immortalized_lymphoblast_cell_line_DNA_NA18924__2.fastq.gz
SRR948871	immortalized lymphoblast cell line DNA (NA19114)	Illumina HiSeq 2000	17882	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948871/SRR948871.sra	SRR948871.sra	SRR948871_immortalized_lymphoblast_cell_line_DNA_NA19114_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948871/SRR948871_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948871/SRR948871_1.fastq.gz	SRR948871_1.fastq.gz	SRR948871_immortalized_lymphoblast_cell_line_DNA_NA19114__1.fastq.gz
SRR948871	immortalized lymphoblast cell line DNA (NA19114)	Illumina HiSeq 2000	17882	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948871/SRR948871.sra	SRR948871.sra	SRR948871_immortalized_lymphoblast_cell_line_DNA_NA19114_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948871/SRR948871_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948871/SRR948871_2.fastq.gz	SRR948871_2.fastq.gz	SRR948871_immortalized_lymphoblast_cell_line_DNA_NA19114__2.fastq.gz
SRR948870	immortalized lymphoblast cell line DNA (NA19108)	Illumina HiSeq 2000	21142	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948870/SRR948870.sra	SRR948870.sra	SRR948870_immortalized_lymphoblast_cell_line_DNA_NA19108_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948870/SRR948870_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948870/SRR948870_1.fastq.gz	SRR948870_1.fastq.gz	SRR948870_immortalized_lymphoblast_cell_line_DNA_NA19108__1.fastq.gz
SRR948870	immortalized lymphoblast cell line DNA (NA19108)	Illumina HiSeq 2000	21142	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948870/SRR948870.sra	SRR948870.sra	SRR948870_immortalized_lymphoblast_cell_line_DNA_NA19108_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948870/SRR948870_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948870/SRR948870_2.fastq.gz	SRR948870_2.fastq.gz	SRR948870_immortalized_lymphoblast_cell_line_DNA_NA19108__2.fastq.gz
SRR948873	immortalized lymphoblast cell line DNA (NA12767)	Illumina HiSeq 2000	16789	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948873/SRR948873.sra	SRR948873.sra	SRR948873_immortalized_lymphoblast_cell_line_DNA_NA12767_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948873/SRR948873_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948873/SRR948873_1.fastq.gz	SRR948873_1.fastq.gz	SRR948873_immortalized_lymphoblast_cell_line_DNA_NA12767__1.fastq.gz
SRR948873	immortalized lymphoblast cell line DNA (NA12767)	Illumina HiSeq 2000	16789	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948873/SRR948873.sra	SRR948873.sra	SRR948873_immortalized_lymphoblast_cell_line_DNA_NA12767_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948873/SRR948873_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948873/SRR948873_2.fastq.gz	SRR948873_2.fastq.gz	SRR948873_immortalized_lymphoblast_cell_line_DNA_NA12767__2.fastq.gz
SRR948872	immortalized lymphoblast cell line DNA (NA12386)	Illumina HiSeq 2000	16134	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948872/SRR948872.sra	SRR948872.sra	SRR948872_immortalized_lymphoblast_cell_line_DNA_NA12386_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948872/SRR948872_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948872/SRR948872_1.fastq.gz	SRR948872_1.fastq.gz	SRR948872_immortalized_lymphoblast_cell_line_DNA_NA12386__1.fastq.gz
SRR948872	immortalized lymphoblast cell line DNA (NA12386)	Illumina HiSeq 2000	16134	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948872/SRR948872.sra	SRR948872.sra	SRR948872_immortalized_lymphoblast_cell_line_DNA_NA12386_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948872/SRR948872_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948872/SRR948872_2.fastq.gz	SRR948872_2.fastq.gz	SRR948872_immortalized_lymphoblast_cell_line_DNA_NA12386__2.fastq.gz
SRR948874	immortalized lymphoblast cell line DNA (NA18618)	Illumina HiSeq 2000	22503	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948874/SRR948874.sra	SRR948874.sra	SRR948874_immortalized_lymphoblast_cell_line_DNA_NA18618_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948874/SRR948874_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948874/SRR948874_1.fastq.gz	SRR948874_1.fastq.gz	SRR948874_immortalized_lymphoblast_cell_line_DNA_NA18618__1.fastq.gz
SRR948874	immortalized lymphoblast cell line DNA (NA18618)	Illumina HiSeq 2000	22503	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948874/SRR948874.sra	SRR948874.sra	SRR948874_immortalized_lymphoblast_cell_line_DNA_NA18618_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948874/SRR948874_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948874/SRR948874_2.fastq.gz	SRR948874_2.fastq.gz	SRR948874_immortalized_lymphoblast_cell_line_DNA_NA18618__2.fastq.gz
SRR948875	immortalized lymphoblast cell line DNA (NA19059)	Illumina HiSeq 2000	20696	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948875/SRR948875.sra	SRR948875.sra	SRR948875_immortalized_lymphoblast_cell_line_DNA_NA19059_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948875/SRR948875_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948875/SRR948875_1.fastq.gz	SRR948875_1.fastq.gz	SRR948875_immortalized_lymphoblast_cell_line_DNA_NA19059__1.fastq.gz
SRR948875	immortalized lymphoblast cell line DNA (NA19059)	Illumina HiSeq 2000	20696	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948875/SRR948875.sra	SRR948875.sra	SRR948875_immortalized_lymphoblast_cell_line_DNA_NA19059_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948875/SRR948875_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948875/SRR948875_2.fastq.gz	SRR948875_2.fastq.gz	SRR948875_immortalized_lymphoblast_cell_line_DNA_NA19059__2.fastq.gz
SRR948876	immortalized lymphoblast cell line DNA (NA19147)	Illumina HiSeq 2000	15549	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948876/SRR948876.sra	SRR948876.sra	SRR948876_immortalized_lymphoblast_cell_line_DNA_NA19147_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948876/SRR948876_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948876/SRR948876_1.fastq.gz	SRR948876_1.fastq.gz	SRR948876_immortalized_lymphoblast_cell_line_DNA_NA19147__1.fastq.gz
SRR948876	immortalized lymphoblast cell line DNA (NA19147)	Illumina HiSeq 2000	15549	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948876/SRR948876.sra	SRR948876.sra	SRR948876_immortalized_lymphoblast_cell_line_DNA_NA19147_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948876/SRR948876_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948876/SRR948876_2.fastq.gz	SRR948876_2.fastq.gz	SRR948876_immortalized_lymphoblast_cell_line_DNA_NA19147__2.fastq.gz
SRR948877	immortalized lymphoblast cell line DNA (NA19179)	Illumina HiSeq 2000	23939	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948877/SRR948877.sra	SRR948877.sra	SRR948877_immortalized_lymphoblast_cell_line_DNA_NA19179_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948877/SRR948877_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948877/SRR948877_1.fastq.gz	SRR948877_1.fastq.gz	SRR948877_immortalized_lymphoblast_cell_line_DNA_NA19179__1.fastq.gz
SRR948877	immortalized lymphoblast cell line DNA (NA19179)	Illumina HiSeq 2000	23939	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948877/SRR948877.sra	SRR948877.sra	SRR948877_immortalized_lymphoblast_cell_line_DNA_NA19179_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948877/SRR948877_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948877/SRR948877_2.fastq.gz	SRR948877_2.fastq.gz	SRR948877_immortalized_lymphoblast_cell_line_DNA_NA19179__2.fastq.gz
SRR948878	immortalized lymphoblast cell line DNA (NA19190)	Illumina HiSeq 2000	22366	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948878/SRR948878.sra	SRR948878.sra	SRR948878_immortalized_lymphoblast_cell_line_DNA_NA19190_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948878/SRR948878_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948878/SRR948878_1.fastq.gz	SRR948878_1.fastq.gz	SRR948878_immortalized_lymphoblast_cell_line_DNA_NA19190__1.fastq.gz
SRR948878	immortalized lymphoblast cell line DNA (NA19190)	Illumina HiSeq 2000	22366	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948878/SRR948878.sra	SRR948878.sra	SRR948878_immortalized_lymphoblast_cell_line_DNA_NA19190_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948878/SRR948878_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948878/SRR948878_2.fastq.gz	SRR948878_2.fastq.gz	SRR948878_immortalized_lymphoblast_cell_line_DNA_NA19190__2.fastq.gz
SRR948879	immortalized lymphoblast cell line DNA (NA19214)	Illumina HiSeq 2000	18189	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948879/SRR948879.sra	SRR948879.sra	SRR948879_immortalized_lymphoblast_cell_line_DNA_NA19214_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948879/SRR948879_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948879/SRR948879_1.fastq.gz	SRR948879_1.fastq.gz	SRR948879_immortalized_lymphoblast_cell_line_DNA_NA19214__1.fastq.gz
SRR948879	immortalized lymphoblast cell line DNA (NA19214)	Illumina HiSeq 2000	18189	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948879/SRR948879.sra	SRR948879.sra	SRR948879_immortalized_lymphoblast_cell_line_DNA_NA19214_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948879/SRR948879_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948879/SRR948879_2.fastq.gz	SRR948879_2.fastq.gz	SRR948879_immortalized_lymphoblast_cell_line_DNA_NA19214__2.fastq.gz
SRR948880	immortalized lymphoblast cell line DNA (NA19235)	Illumina HiSeq 2000	23097	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948880/SRR948880.sra	SRR948880.sra	SRR948880_immortalized_lymphoblast_cell_line_DNA_NA19235_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948880/SRR948880_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948880/SRR948880_1.fastq.gz	SRR948880_1.fastq.gz	SRR948880_immortalized_lymphoblast_cell_line_DNA_NA19235__1.fastq.gz
SRR948880	immortalized lymphoblast cell line DNA (NA19235)	Illumina HiSeq 2000	23097	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948880/SRR948880.sra	SRR948880.sra	SRR948880_immortalized_lymphoblast_cell_line_DNA_NA19235_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948880/SRR948880_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948880/SRR948880_2.fastq.gz	SRR948880_2.fastq.gz	SRR948880_immortalized_lymphoblast_cell_line_DNA_NA19235__2.fastq.gz
SRR948881	immortalized lymphoblast cell line DNA (NA19247)	Illumina HiSeq 2000	22296	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948881/SRR948881.sra	SRR948881.sra	SRR948881_immortalized_lymphoblast_cell_line_DNA_NA19247_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948881/SRR948881_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948881/SRR948881_1.fastq.gz	SRR948881_1.fastq.gz	SRR948881_immortalized_lymphoblast_cell_line_DNA_NA19247__1.fastq.gz
SRR948881	immortalized lymphoblast cell line DNA (NA19247)	Illumina HiSeq 2000	22296	1382284800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948881/SRR948881.sra	SRR948881.sra	SRR948881_immortalized_lymphoblast_cell_line_DNA_NA19247_.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR948/SRR948881/SRR948881_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR948/SRR948881/SRR948881_2.fastq.gz	SRR948881_2.fastq.gz	SRR948881_immortalized_lymphoblast_cell_line_DNA_NA19247__2.fastq.gz
